"text","created_at","sourcetweet_type"
"@Channel4News Awards are becoming meaningless anyway so let's just STOP giving them out. Who's with me?

@BRITAwards @TheBookerPrizes @BAFTA @BRITs @OlivierAwards @TheAcademy @MOBOAwards @goldenglobes #OscarsSoWhite @RealJamesWoods","2020-01-12T19:34:07.000Z",NA
"#OscarsSoWhite IS COMING PEOPLE

#OscarNoms","2020-01-13T13:25:00.000Z",NA
"Once again we have another year with no female nominees and only one person of color. And once again we see the ugly face of white male privelage. Catch up with the times #Oscars or get left behind. #OscarsSoWhite #OscarsSoMale #Oscars2020 #OscarNoms","2020-01-13T15:43:58.000Z",NA
"RT @ColorOfChange: Cynthia Erivo is the 1st Black British actress to be nominated, the 2nd Black woman to receive multiple #Oscars noms in…","2020-02-10T05:03:30.000Z","retweeted"
"RT @WEP_UK: Yet again the #Oscars favoured predictable male, white filmmaking, while the amazing contributions of some of #Hollywood's best…","2020-01-14T09:40:36.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T23:26:53.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T14:45:01.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-14T02:59:27.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T14:19:05.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-04T19:44:50.000Z","retweeted"
"Surprisingly #OscarsStillWhite isn't also trending w/ #OscarsSoWhite","2020-01-13T19:32:52.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T07:30:52.000Z","retweeted"
"We're doing the #OscarsSoWhite thing again? https://t.co/kxyWr4i0um","2020-01-13T13:43:23.000Z","quoted"
"RT @obdriftwood: Candidatos muy fuertes en las nominaciones a los Oscars este año, y Neflí otra vez meándose en los que decían que todo mal…","2020-01-13T14:01:23.000Z","retweeted"
"RT @ForAllNerds: Between this and Parasite, the Asian community has a lot to celebrate! #OscarsSoWhite https://t.co/W5nQtUyEbY","2020-01-13T14:42:14.000Z","retweeted"
"RT @Variety: After several years of #OscarsSoWhite, @IssaRae says that people “are kind of becoming disillusioned” with the awards show: “M…","2020-02-07T00:13:38.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T17:31:14.000Z","retweeted"
"#OscarsSoWhite: Jennifer Lopez, Lupita Nyong’o and Others Snubbed by the Academy Awards https://t.co/Dva5TyklfC","2020-01-13T18:53:13.000Z",NA
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T22:50:05.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T02:12:30.000Z","retweeted"
"RT @ReignOfApril: This is what I’m talking about when we discuss whether the Oscars are still relevant. If Academy members aren’t required…","2020-02-02T13:26:46.000Z","retweeted"
"RT @ColorOfChange: Ssssoooooo...... @TheAcademy has money for a brand new museum, not to mention the Museum of Selfies, but it can't.....…","2020-02-10T03:37:08.000Z","retweeted"
"RT @PGI_WPSA: Oscar nominations are in! 🎬 Reflecting on the #OscarsSoWhite campaign? Read about the long history of racism in film in “The…","2020-01-13T15:55:28.000Z","retweeted"
"Fuck the Academy #OscarsSoWhite","2020-01-13T20:57:46.000Z",NA
"RT @YNB: Did @JanelleMonae just...

Yes👏🏾She👏🏾Did👏🏾!

#OscarsSoWhite 

Peep that @ReignOfApril?! 

She &amp; @theebillyporter said there’s gon’…","2020-02-10T01:21:02.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T15:53:04.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T16:43:28.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:02:10.000Z","retweeted"
"RT @redsteeze: “I kind of think the #OscarsSoWhite thing is overblown social media fad every year.”

Oscars: https://t.co/T2Oy3c45fW","2020-02-10T02:39:28.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T19:15:23.000Z","retweeted"
"RT @KatMurti: “#OscarsSoWhite is not an attack on meritocracy but rather an attempt to call attention to some of the structural barriers th…","2020-02-10T05:01:04.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-14T05:23:51.000Z","retweeted"
"#OscarsSoWhite &amp; #OscarsSoMale? I'm sorry, I'm a feminist, I never cared about race, but I still believe that people should be judged based on their work, not on their gender or their skin color. Sadly, this ""woke"" culture is getting more and more fascist.","2020-01-13T17:51:35.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T00:33:01.000Z","retweeted"
"Oscar Producer 1: “Lets spice things up a bit to prove we’re not #OscarsSoWhite! How about having a rapping musician?”

Oscar Producer 2: “How about Pat Boone?”

Oscar Producer 1: “I think he’s dead?”

Oscar Producer 2: “Vanilla Ice?”

🤝","2020-02-10T02:42:11.000Z",NA
"RT @ColorOfChange: The Best Original Screenplay #Oscars goes to: Bong Joon Ho for @ParasiteMovie!!!! He is the first person of Asian descen…","2020-02-10T01:49:04.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T02:59:30.000Z","retweeted"
"The Oscars ceremony has been moved up to tonight to be hosted by the #DemDebate #DebatesSoWhite #OscarsSoWhite","2020-01-14T18:31:47.000Z",NA
"RT @ColorOfChange: In 2018, Kobe Bryant became the
First African American to win Best Short Film (Animated) #Oscars. He is also the first f…","2020-02-10T01:30:30.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T15:32:50.000Z","retweeted"
"The problem isn't convincing men to go see Little Women. The problem is convincing parents to raise better men. #OscarsSoWhite #Oscars #Oscars2020 #OscarNominations  #OscarsSoMale","2020-01-13T20:18:00.000Z",NA
"RT @ColorOfChange: Six Black men have been nominated for Best Director in the 92 year history of the #Oscars: 

John Singleton
Lee Daniels…","2020-02-10T04:31:06.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-14T04:05:23.000Z","retweeted"
"RT @MidiaNINJA: #OscarsSoWhite @CynthiaEriVo é a única pessoa negra indicada ao prêmio de atuação no #Oscars, por Harriet Tubman. Erivo tam…","2020-02-10T01:18:45.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T15:32:48.000Z","retweeted"
"Of course, A LOT still needs to change on @TheAcademy's side and in Hwood offices, but thank you to Natalie, Janelle, and Chris Rock for using their platform to keep the spotlight on the Academy's gender and race deficiencies. #OscarsSoWhite #OscarsSoMale #TheOscars","2020-02-10T01:31:34.000Z",NA
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T23:27:51.000Z","retweeted"
"@Rachael1918 JP's was ok, but annoying yet another white/Euro dude nom'd for their performance of a PoC. #OscarNoms #TheTwoPopes #OscarsSoWhite","2020-01-14T19:29:42.000Z",NA
"RT @CazhBlanche: 92 years of nominations...NINETY-TWO and these are the only black women ever nominated for Best Actress in a Leading Role.…","2020-01-13T22:19:34.000Z","retweeted"
"It’s Oscar weekend with more familiar omissions of brown faces. I wrote something for @HuffPostUK about dampened diversity and the habits of systemic discrimination in recognition for our art.

#OscarsSoWhite #DiversityandInclusion
#BlackHistoryMonth2020 

https://t.co/pbZol3KVJG","2020-02-09T13:27:17.000Z",NA
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-14T19:50:20.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T23:05:59.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T22:21:48.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-15T12:13:14.000Z","retweeted"
"We do this to ourselves every year #OscarsSoWhite","2020-01-13T19:04:17.000Z",NA
"RT @ColorOfChange: In the 92 year history of @TheAcademy, only 2 Black people have ever been nominated for the Best Film Editing #Oscars:…","2020-02-10T02:58:51.000Z","retweeted"
"RT @BiatchPack: 400k + jump. I'll take it. Whoever's looking, lifting, call me

It's 2020, more films about #WOC by #WOC, let's go!

https:…","2020-01-16T02:45:35.000Z","retweeted"
"RT @MoveOn: We talked to @ReignOfApril last year about #OscarsSoWhite, and it all bears repeating today. https://t.co/J3BdqohTD2","2020-01-13T22:43:39.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T21:59:42.000Z","retweeted"
"RT @bunniv3: Take a look at this picture...now take a wild guess as to who got nominated and who didn’t 😑 #OscarsSoWhite https://t.co/op5AP…","2020-01-13T19:40:34.000Z","retweeted"
"RT @bo8293ggp: #OscarsSoMale
#OscarsSoWhite 
니들 이렇게하니까 권위가 점점 없어지는거야","2020-01-13T15:20:43.000Z","retweeted"
"wrote ""Don’t weigh in on positive black shows if you only support ratchet TV ~ How #ThePhotograph supporters made me reevaluate my take on #BlackEntertainment"" https://t.co/FNsPHSazyk 

#blackmovies #Blackish #NAACPAwards #OscarsSoWhite 

(Photo credit: Sai De Silva/Unsplash) https://t.co/2ypDaJq4fu","2020-02-25T18:30:00.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T21:55:37.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T17:18:33.000Z","retweeted"
"People should be rewarded for the work they do, not what demographic checkboxes they tick, but what some shortsighted advocates of meritocracy overlook is that, government has kept a firm thumb on the scales.-@FeministLiberty's @KatMurti on #OscarsSoWhite https://t.co/2wzLYS8nFL","2020-02-10T02:47:44.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-12T00:04:34.000Z","retweeted"
"RT @PalookesWorld: How do you combat #OscarsSoWhite? You start the show with Black people who won’t win a thing tonight. Good job https://t…","2020-02-10T02:19:29.000Z","retweeted"
"RT @ReignOfApril: Usually we have to wait for the ""Anonymous Oscar Voter"" article to find out how @TheAcademy voters really think. King giv…","2020-01-14T21:26:28.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T07:48:34.000Z","retweeted"
"RT @junktokyo: 《「パラサイト」のプロデューサーのクァク・シネさんはオスカー作品賞を受賞した最初の非白人女性》
オプラあたりがとっくに獲ってるのでは…と調べたら、ほんとに92年間で初めてだった。男性受賞者も「それでも夜は明ける」で製作も兼ねたスティーブ・マックイー…","2020-02-11T12:55:06.000Z","retweeted"
"RT @ShawnGReynolds: Wow...can't believe Jennifer Lopez was snubbed. She legitimately deserved to win this thing. #OscarNoms #OscarsSoWhite…","2020-01-14T01:50:11.000Z","retweeted"
"RT @Variety: Academy Awards barely escape a reprise of #OscarsSoWhite https://t.co/KiQ5drDpeh","2020-01-13T15:34:12.000Z","retweeted"
"The Leaning-Biden-White-Peoples-Coalition, or LBWPC, made a run from Santa Cruz to #Monterey to hear #Bloomberg speak. 

Turns out Bloomberg is running a close race as the fave Candidate-of-Color for yuppie liberals. 

Always grateful 4 stop &amp; frisk.

#OscarsSoWhite 👇👇 https://t.co/vknWgFJJUr","2020-01-18T02:39:39.000Z",NA
"@awkwafina is the #Oscars host we are missing out on apparently @TheAcademy #OscarNoms #Oscars2020 #nycsubway #OscarSoWhite #OscarsSoWhite #snubbed #7train #OscarNominations #ampas #foryourconsideration #FilmTwitter https://t.co/CsKRVJXqDi","2020-01-16T20:39:49.000Z","quoted"
"RT @HispanicCaucus: Overall, it was disappointing to see talent of color still missing from the nominees 5 years after #OscarsSoWhite. The…","2020-02-11T14:43:47.000Z","retweeted"
"#OscarsSoWhite: What movie deserves recognition but was sadly overlooked by the Academy? Vote Now in our #BingewatchAwards!! #Oscars https://t.co/87l2hwsZPt","2020-01-28T03:15:00.000Z",NA
"RT @ColorOfChange: We’re excited to announce that #OscarsSoWhite creator @ReignOfApril will be taking over our account tomorrow night durin…","2020-02-09T14:42:10.000Z","retweeted"
"@JBRAgent Sure but they can't rig the ballot. The Academy responded to #OscarsSoWhite by increasing BAME membership and that's a good start, but a better one would be to do what Gervais hinted at at the Globes and get studios hiring more BAME artists. It's not really 's BAFTA's fault.","2020-01-07T16:20:58.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T14:52:13.000Z","retweeted"
"@anateboteo And we got another #OscarsSoWhite this year...","2020-01-14T11:22:39.000Z",NA
"RT @theblerdgurl: NEW EPISODE! Listen to my interview with @ReignOfApril It's been 6 years since she created #OscarsSoWhite Are we really m…","2020-02-07T16:45:28.000Z","retweeted"
"RT @FilmDailyNews: #OscarsSoWhite Who should win the real Best Director? Vote Now, in our #BingewatchAwards. #Oscars https://t.co/30l40atUm…","2020-01-29T01:01:16.000Z","retweeted"
"RT @cbclaw7: I have so many questions. Who asked for Eminem? What year is it? Why is this the best rapper you could find when everyone comp…","2020-02-10T02:36:15.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T07:06:16.000Z","retweeted"
"RT @Isaiasthoughts: No women directors. All white supporting actress! Where is Awkwafina, JLo, Shuzhen Zhao? Where is Jamie Foxx, Eddie Mur…","2020-01-13T15:54:15.000Z","retweeted"
"RT @filmneye: #ParasiteMovie @Oscars2020s @Oscars2020_ @Road2Oscars #Oscars2020 #oscarsnoms #OscarsSoWhite @TheAcademy #AcademyAwards #best…","2020-02-03T19:34:39.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T19:22:12.000Z","retweeted"
"RT @cheryleehouston: #Disabled #actors got together to look at #representation #Diversity #BAFTA2020 #BAFTA #CrippingUp #BAFTASSoWhite #Osc…","2020-02-02T16:38:14.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T05:51:23.000Z","retweeted"
"RT @ColorOfChange: Only two Black people have ever been nominated for Best Costume Design in the 92 year history of the #Oscars: 

Ruth E.…","2020-02-10T02:08:03.000Z","retweeted"
"""It is important that we have film critics from all marginalized communities that #OscarsSoWhite includes, not just with respect to race, but also gender identity, sexual orientation, age, disability, and First Nation status."" -@ReignOfApril https://t.co/mJWnJAp3hp (via @zoramag)","2020-02-09T19:35:12.000Z",NA
"#OscarsSoWhite Held Up a Mirror. Hollywood Still Can’t Look Away. https://t.co/DrjmypTAZ0","2020-02-06T12:31:05.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T19:56:19.000Z","retweeted"
"This week on Context: experts, actors, and screenwriters weigh in on the 92nd Academy Awards. Watch the full show here. https://t.co/i9uAjJSzQZ @ReignOfApril @CIFFLIX @bobettebuster @brettmccracken #Oscars2020 #oscarssowhite #AcademyAwards https://t.co/VRLKyMZ8eD","2020-01-30T18:54:34.000Z",NA
"RT @derekahunter: The #OscarsSoWhite they’ve brought in everyone in the film industry who isn’t white to perform and present. Don’t know if…","2020-02-10T02:43:35.000Z","retweeted"
"RT @Dictionarycom: The #OscarsSoWhite hashtag dates back to 2015, but it's still getting plenty of use today. 

https://t.co/dNZ9rbCeWZ","2020-02-09T17:16:44.000Z","retweeted"
"RT @BiatchPack: Gosh, I am so so honored. Thank you, @dia_CRITICS 

#OscarsSoWhite #OscarsStillSoWhite #Oscars2020
#NewHollywood #BetterHol…","2020-01-16T03:09:10.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T21:48:56.000Z","retweeted"
"RT @a_moondog: Janelle really said ""celebrating all the WOMEN that directed these films"" ""black queer woman"" and ""happy black history month…","2020-02-10T03:13:10.000Z","retweeted"
"So, is this the part of history where we make winking jokes and are forced to celebrate small - almost insulting - opportunities for Black people and women at #TheOscars instead of fixing the real issue? Because I would like to fast forward. #oscarssowhite #timesup","2020-02-10T14:27:09.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T16:50:59.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T13:52:36.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T01:50:45.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-13T19:42:38.000Z","retweeted"
"Yeah. The more I see from the nods. #OscarsSoWhite and #mendirectorsonly are the only response. They left out so many talented people of color, and ignored a woman director again even though her film was nominated for best picture.","2020-01-13T15:25:39.000Z",NA
"Joking about #OscarsSoWhite not making up for #Oscars  being so white.","2020-02-10T01:12:58.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T13:25:53.000Z","retweeted"
"Dear Academy Of Motion Picture Arts And Sciences WATF ARE YOU DOING #OscarsSoWhite https://t.co/LNcKdtxMAu","2020-01-14T07:13:10.000Z","quoted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T14:55:03.000Z","retweeted"
"@chelywright You're  sort of kidding right? #OscarsSoWhite","2020-01-16T18:02:51.000Z",NA
"@carlos_valencia His greatest role. A show of his wide range as an actor and finally proof that he could also deftly handle a dramatic role. Yes the shitting priest has touched us all. Daniel Day GoFuckHimself, I say.
He got robbed at the Oscars that year.
#OscarsSoWhite","2020-02-07T07:29:23.000Z",NA
"#Hiphops newest got us #Lit with his #dope flow and he's #GotDrip #BING 💯 @tiktok_us feelin @therealbigthump

#HarryandMeghan #WarrenIsASnake #OscarsSoWhite  #SidNaaz #ArmyDay #DarbarSuperMassive150Crs #Megxit #Pulpomo #NationalBagelDay #bosibori #CNNisTrash #Master #ArmyDay https://t.co/YJn3YwZhIK","2020-01-16T01:38:30.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-12T00:11:06.000Z","retweeted"
"Je viens de voir les nominés pour les Golden Globes... où sont les troubadours qui étaient triggered au point de lancer #OscarsSoWhite ? 🧐","2020-01-05T23:10:50.000Z",NA
"@netw3rk Happy Black History month! Also can @theebillyporter explain to @billieeilish who is singing? #OscarsSoWhite","2020-02-10T02:44:00.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:06:55.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-09T10:08:14.000Z","retweeted"
"@StephenKing This, coming from someone who doesn't have to worry about diversity. 🙄😔 #WhitePrivilege #OscarsSoWhite #thanksforreading","2020-01-18T04:18:42.000Z",NA
"From a Best Picture mixup to #OscarsSoWhite, the last decade has been eventful, but what can we learn from these Academy Awards ceremonies? https://t.co/vnYTyWjI8v","2020-01-21T22:29:39.000Z",NA
"Em seu post de estreia, nosso colunista @goMMORAIS comenta sobre a hashtag #OscarsSoWhite e a falta de representatividade nas indicações ao Academy Awards 2020.

https://t.co/EXT10PwtGy https://t.co/KdUGuUmeIn","2020-01-21T23:02:01.000Z",NA
"My only quibble with the below -- they did not avoid #OscarsSoWhite. #OscarsStillSoWhite https://t.co/nq4V6r1GGd","2020-01-13T23:10:57.000Z",NA
"RT @cheryleehouston: #Disabled #actors got together to look at #representation #Diversity #BAFTA2020 #BAFTA #CrippingUp #BAFTASSoWhite #Osc…","2020-02-10T13:35:26.000Z","retweeted"
"""#OscarsSoWhite Held Up a Mirror. Hollywood Still Can’t Look Away."" by Reggie Ugwu via NYT https://t.co/boTWJXfQRR Thoughts? @culliferadio","2020-02-06T10:38:08.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T18:24:37.000Z","retweeted"
"RT @ColorOfChange: Cynthia Erivo is the 1st Black British actress to be nominated, the 2nd Black woman to receive multiple #Oscars noms in…","2020-02-10T04:28:54.000Z","retweeted"
"So did they add some diversity in who was nominated/who will win? Or are we just forgetting that #OscarsSoWhite just happened ? 

I’m good. Honestly 90% of the movies probably nominated were probably just okay anyway. https://t.co/BR7Iub0gjr","2020-02-09T16:29:48.000Z","quoted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:24:10.000Z","retweeted"
"RT @TheRoot: ""Diversity is never enough. We always have to go further and and look for parity and look for equity."" -
@ReignOfApril

Watch…","2020-02-10T05:45:53.000Z","retweeted"
"RT @Isaiasthoughts: No women directors. All white supporting actress! Where is Awkwafina, JLo, Shuzhen Zhao? Where is Jamie Foxx, Eddie Mur…","2020-01-14T13:23:46.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T15:14:02.000Z","retweeted"
"RT @ReignOfApril: #BAFTAsSoWhite #OscarsSoWhite","2020-01-07T12:51:24.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T16:27:20.000Z","retweeted"
"RT @JoeyPadilla1: @carlos_valencia His greatest role. A show of his wide range as an actor and finally proof that he could also deftly hand…","2020-02-07T09:33:22.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T18:30:13.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T15:38:06.000Z","retweeted"
"RT @ReignOfApril: In the 92 year history of @TheAcademy, only two films that reflect aspects of the Black experience have won Best Picture…","2020-02-10T04:45:20.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T07:18:27.000Z","retweeted"
"So Stephen King, a white Jewish man, is so hellbent on not hiring/working with Black people in Hollywood that his response to the #OscarsSoWhite backlash is by attacking the quality of Black film creators, cast, and crew smh #BlackLivesMatter #FBA #ADOS https://t.co/0dzTbl5Euz","2020-01-14T15:36:47.000Z","quoted"
"#OscarsSoWhite here we go again with this shit.","2020-02-10T04:28:37.000Z",NA
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T03:34:36.000Z","retweeted"
"Bom dia #OscarsSoWhite","2020-01-13T17:32:00.000Z",NA
"#OscarsSoWhite #OscarsStillWhite #OscarsSoMale https://t.co/vbGDLTQRvP","2020-01-13T18:26:36.000Z","quoted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:52:14.000Z","retweeted"
"RT @BritniDWrites: Now that Cory Booker is out of the Dem race, Andrew Yang (I think) is the only PoC left. 

I'm looking for a smart pitch…","2020-01-13T21:21:33.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T23:02:40.000Z","retweeted"
"RT @ReignOfApril: You: ""The Oscars/Golden Globes/BAFTAs/Grammys/Emmys get it wrong every single year. We need to have our OWN show.""

Me: H…","2020-01-15T20:34:00.000Z","retweeted"
"RT @ColorOfChange: ICYMI: #OscarsSoWhite creator @ReignOfApril is live-tweeting the #Oscars from our account tonight beginning at 8PM! Unti…","2020-02-10T04:51:16.000Z","retweeted"
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T03:19:33.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T21:46:34.000Z","retweeted"
"RT @elestirmen4: Tüm #TÜRKİYE 783 Bin her kilometre karesinde yaşayan herkese ihtiyacımız var AHMET yaşasın bir ülke bir çocuğu kurtaralım…","2020-01-13T16:19:28.000Z","retweeted"
"No diréis que no os avisamos...

#OscarNoms #Oscars2020 #OscarsSoWhite https://t.co/SVBwwuxva5","2020-01-14T16:11:12.000Z","quoted"
"@frynaomifry This is reductive of you &amp; dismissive of her as a talented, hardworking performer. Essentially you are agreeing w/ &amp; reinforcing the stereotypes that are why we have #OscarsSoWhite . 
She wasn't acting, she was playing herself, so no need to recognize the talent &amp; the work.","2020-02-03T16:38:25.000Z",NA
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-14T01:03:03.000Z","retweeted"
"#OscarsSoWhite: the Hollywood ‘hashtag’ activists demanding diversity https://t.co/shRaVUMgVs https://t.co/pYdUrWVSMY","2020-02-02T03:42:22.000Z",NA
"Don’t drink milk #MilkShame #OscarsSoWhite","2020-02-10T04:16:07.000Z",NA
"RT @DuVernayTestOrg: These #OscarNoms have most (all) of us sayin' #OscarsSoWhite YET AGAIN.  Here's how the #BestPicture nominees score on…","2020-01-13T20:10:17.000Z","retweeted"
"Unzeitgemäß, irrelevant, kaum divers - die #Oscars stehen seit langem in der Kritik. Doch nach außen soll alles wie immer wirken (möglichst glanzvoll). Meine Eindrücke im Video ⁦@derspiegel⁩ #oscars2020 #oscarssowhite #oscarssomale  https://t.co/IwnRN6hLYK","2020-02-09T17:42:36.000Z",NA
